cancer_type	has_driver	adj_passenger_density
Head-SCC	False	11.126729648460968
Head-SCC	False	12.154314443942662
Head-SCC	False	6.220688194675495
Head-SCC	False	1.5115393211549335
Panc-Endocrine	False	6.020035569683087
Panc-Endocrine	False	8.794825264875877
Panc-Endocrine	True	0.0
Lymph-BNHL	False	4.944472078558736
Lymph-BNHL	True	3.1251021340727796
Lymph-BNHL	False	6.323113434246765
Lymph-BNHL	False	162.29992477648435
Lymph-BNHL	False	46.563363755504575
Lymph-BNHL	True	34.31376502135379
Eso-AdenoCa	False	2.0936018696501617
Eso-AdenoCa	False	3.4230855886109675
Eso-AdenoCa	False	2.8450021411457076
Eso-AdenoCa	False	0.7075289784191696
Eso-AdenoCa	True	0.0
Eso-AdenoCa	False	0.9477687774562048
Prost-AdenoCA	False	19.05902211075842
Prost-AdenoCA	False	76.85948629858336
Prost-AdenoCA	False	6.088824586880078
Kidney-RCC	False	8.128297781609062
Kidney-RCC	False	14.69603128561206
Kidney-RCC	False	9.313781387898018
Kidney-RCC	False	35.117469427870226
Liver-HCC	False	4.151280599848063
Liver-HCC	False	11.384686314310391
Liver-HCC	False	3.4884706697281085
Liver-HCC	False	3.2314289648786994
Liver-HCC	False	14.969641922914098
Liver-HCC	False	13.738448416957754
Eso-AdenoCa	False	1.3647807627336392
Eso-AdenoCa	True	0.0
Eso-AdenoCa	False	7.508281056806813
Eso-AdenoCa	False	2.889691442631596
Eso-AdenoCa	False	3.7286808377141747
Eso-AdenoCa	True	0.0
Eso-AdenoCa	False	2.4278440427632395
Kidney-RCC	False	12.248089056486625
Kidney-RCC	False	33.21697324568085
Kidney-RCC	False	7.017214855841578
Kidney-RCC	False	21.37335633257644
Head-SCC	False	4.9080442095080885
Head-SCC	False	3.2992713257227004
Head-SCC	False	2.412281343928507
Head-SCC	False	0.8206103870340765
Head-SCC	False	10.934350070269588
Head-SCC	True	0.0
Stomach-AdenoCA	True	0.0
Stomach-AdenoCA	False	6.5056343279083615
Stomach-AdenoCA	False	58.70867771515219
Stomach-AdenoCA	False	7.482125665617139
Stomach-AdenoCA	True	0.0
Panc-AdenoCA	False	5.697947758610683
Panc-AdenoCA	True	0.0
Panc-AdenoCA	False	2.4909846932887234
Panc-AdenoCA	False	2.9601604298804776
Panc-AdenoCA	True	0.0
Panc-AdenoCA	False	1.457974015221291
Panc-AdenoCA	True	0.0
Panc-AdenoCA	False	2.484170273255335
Panc-AdenoCA	True	0.0
Liver-HCC	False	84.22028792927816
Liver-HCC	False	65.50708160225541
Liver-HCC	False	48.11876401318722
Stomach-AdenoCA	False	0.3281244254976332
Stomach-AdenoCA	False	0.7222498357525937
Stomach-AdenoCA	False	5.497872070802632
Stomach-AdenoCA	True	3.2645338423477486
Stomach-AdenoCA	False	4.222873426539364
Stomach-AdenoCA	True	0.0
Uterus-AdenoCA	False	11.72241607468537
Uterus-AdenoCA	False	13.115428828166676
Uterus-AdenoCA	True	0.0
Uterus-AdenoCA	True	0.0
Skin-Melanoma	False	0.9361806695672303
Skin-Melanoma	False	0.8128591746158174
Skin-Melanoma	False	4.551683469110452
Skin-Melanoma	False	12.757231712354796
Skin-Melanoma	False	10.362886768479063
Skin-Melanoma	False	11.341167014312905
Skin-Melanoma	False	2.2511233676917635
Skin-Melanoma	True	7.966613224946892
Skin-Melanoma	False	3.241307513872754
Skin-Melanoma	False	1.2341359025853351
Prost-AdenoCA	False	40.378559439846526
Prost-AdenoCA	False	18.012633720957876
Prost-AdenoCA	False	10.319856457330177
ColoRect-AdenoCA	False	50.228253512489026
ColoRect-AdenoCA	True	0.0
ColoRect-AdenoCA	True	0.0
ColoRect-AdenoCA	False	5.94347641762678
ColoRect-AdenoCA	True	0.0
ColoRect-AdenoCA	True	0.0
Skin-Melanoma	False	0.9528060654157302
Skin-Melanoma	False	0.4136472676053025
Skin-Melanoma	False	4.3945494395451705
Skin-Melanoma	True	0.0
Skin-Melanoma	False	4.039900176313078
Skin-Melanoma	False	2.5348345940901313
Skin-Melanoma	True	2.0270225738210086
Skin-Melanoma	False	0.6280263050476173
Liver-HCC	False	0.9958574961025072
Liver-HCC	True	0.0
Liver-HCC	False	0.7745843651850811
Liver-HCC	False	4.324227463260274
Liver-HCC	True	0.0
Liver-HCC	True	0.0
Kidney-RCC	False	1.6018503642400488
Kidney-RCC	False	6.038263376045859
Kidney-RCC	False	1.54118770121044
Kidney-RCC	False	1.3932402135435504
Kidney-RCC	False	2.207455624852486
Kidney-RCC	True	0.0
Kidney-RCC	False	2.8431679537878516
Kidney-RCC	True	0.0
Breast-AdenoCa	False	5.4641275660547475
Breast-AdenoCa	False	4.273817454714902
Breast-AdenoCa	False	1.539258398541161
Breast-AdenoCa	True	0.0
Liver-HCC	False	8.602805198229412
Liver-HCC	False	13.867115889171219
Liver-HCC	False	5.898194319154511
Liver-HCC	True	18.289463665533944
Liver-HCC	True	0.0
Liver-HCC	False	28.916988760052696
Liver-HCC	False	13.393146152435481
Liver-HCC	False	62.04394535738766
Liver-HCC	True	0.0
Liver-HCC	False	9.437783200472001
Liver-HCC	False	25.084479891606083
Liver-HCC	False	9.915102437425201
Panc-AdenoCA	False	8.244449835350975
Panc-AdenoCA	False	1.7533338428863352
Panc-AdenoCA	True	19.856349387291477
Panc-AdenoCA	True	15.376967284136455
Panc-AdenoCA	False	6.721693578737609
Lymph-CLL	False	163.5669972152535
CNS-PiloAstro	True	0.0
Prost-AdenoCA	False	8.589594803606252
Prost-AdenoCA	False	6.386278062548542
Prost-AdenoCA	False	19.692609736904714
Prost-AdenoCA	True	0.0
Prost-AdenoCA	False	7.31769422762602
Prost-AdenoCA	True	0.0
Prost-AdenoCA	False	18.644966436315865
Prost-AdenoCA	False	20.793519866479635
